date,userid,tweet,lang
2022-08-27 23:39:08+00:00,38eaec63e48dc9b142ab1215f599766f029642cf7ae0e6140dd5d10693388520,"@BreitbartNews FACTS: Chicago has mass shootings~&gt; every weekend. New York prices to high! Pack of cigarettes is how much now in NYC? Washington, D.C making parents get their kids get COVID-19 VACCINE with no online learning! WTH, man!?",en
2022-08-27 23:37:42+00:00,488a1cee518309b641fb9c485eaaccdf51a69a641a28f7ecfae3e771173414c3,"JEEZUS FUCKIN CHRIST! WILL THIS NEVER END?THEY DONT WORK!!!FUCK!!!!!!!""But now, according to Deputy Mayor for Education Paul Kihn, enforcement of the COVID-19 vaccine mandate won’t begin until January 3, 2023, when students return from the winter break""https://t.co/rLahJRPjlW",en
2022-08-27 23:35:03+00:00,45688059fed16aadd4f60f3e7e92a1b0,"New school year, new safety measures to protect kids against COVID-19. COVID-19 vaccines are safe and effective for kids ages 6 months and up, including booster doses for kids 5 years and up. To learn more about the vaccines, visit https://t.co/7bkXYQkUj8. https://t.co/9KxzRQFR9c",en
2022-08-27 23:31:32+00:00,d21db304c17a6c982857645c2e2437e2fc263b530f3bb46c34fb01a0d913f37e,U.S. donating COVID-19 vaccines to Mexico as domestic demand drops https://t.co/9QEun6cNev,en
2022-08-27 23:30:39+00:00,509f9cb97d9fb6a7046e8627cb9d94c72039da185039674ab7b92bcce3aadc5b,U.S. donating COVID-19 vaccines to Mexico as domestic demand drops https://t.co/nMBjPEXGRF,en
2022-08-27 23:27:22+00:00,f91244ae5a4dac3723f45ec7aa93be6fcdcd26da41a22b290f0610cbdd70e4cc,Moderna Is Suing Pfizer &amp; They’re Fighting Over The mRNA In COVID-19 Vaccines https://t.co/Bd6YsUB9D5,en
2022-08-27 23:26:45+00:00,74af75b07efca2e6796f9e954104049c,"Moderna is suing Pfizer and BioNTech, alleging those companies unlawfully infringed on its mRNA technology to create their COVID-19 vaccines. #ckonthttps://t.co/fAHlTG2h9c https://t.co/s924A1JOQj",en
2022-08-27 23:26:15+00:00,f38ae759f5585daab0949e5e1b3a5f549026c3d2d73e7cca99b009e9e8e5029f,@NobodymrRobert It’s all scripted. Look here. SPARS Pandemic Scenario:Date completed: October 2017SPARS = SARS = SARS-CoV-1 = SARS-CoV-2 = COVID-19Recovery:Chapter Seventeen: Vaccine Injury (Page 59) https://t.co/vXbzIsPNcw,en
2022-08-27 23:24:30+00:00,e426adea9eed77958ef9687d90d28365eb34c5c9c92d9caad1cba53e01d55638,"@Jacquees Oh yes I can and Im going to do the vaccine for COVID-19 too. Pharmacy Technician License, four months of school training and final exam, Licensed in US",en
2022-08-27 23:23:59+00:00,77551b9ee446c5507f30c231170c443f,"Washington, DC Delays COVID-19 Vaccine Mandate for Students After Rulinghttps://t.co/53vwVgGXhm",en
2022-08-27 23:23:35+00:00,f71e0dbce819d468244317856591827d,"@EdBeery @TheoFleury14 Exhibit A. Start with Plandemic then work chronologically from their. Latest claim: vax not needed to prevent COVID-19, and that the coronavirus was ""caused by a bad strain of flu vaccine that was circulating between 2013 and 2015"". Also anti masker https://t.co/HlnVbSRaXU",en
2022-08-27 23:22:46+00:00,872a62d12330f76f195aa889f66bbbde1fd21d868516be71dc36a1af427d6046,"Does CDC Summary of Guidance dated August 19, 2022 supercede “Why Children and Teens Should Get Vaccinated Against COVID-19”?, by @CitizenWells #cdc #guidance #vaccines #childrenhttps://t.co/zYj1dujQZ3",en
2022-08-27 23:21:33+00:00,d92d62e4a268c6726301f8fa1d1f6f3e,"New2Trip: Postmarketing active surveillance of myocarditis &amp; pericarditis following vaccination w/ COVID-19 mRNA vaccines in persons aged 12 to 39 years in Italy: multi-database, self-controlled case series study https://t.co/VKZWc1rBpv",en
2022-08-27 23:21:33+00:00,354f26b5e67469a66d93d5aac2080602efebf53433a2584f1d1fed1c45cdbee3,@DeanBNowhere @chrisboutee @GeorgeTakei Almost all of them were Trump supporters who refused the vaccines and refused to follow the covid-19 guidelines. It was all the things that Trump did and said that led those people to make those decisions. Biden begged them to get vaccinated and wear masks and social distance.,en
2022-08-27 23:20:48+00:00,934f757cab980f0c96135994ea7cb92bea8503907c3ce87eec1374f98fbeae00,4/🧵…to retain employment they were carrying out before Covid-19 vaccines were available. Informed consent? Coercion? Therapeutic proportionality? Autonomy in assessing beneficence and non-maleficence? Where was the Church?,en
2022-08-27 23:20:14+00:00,f33b60cc7f3438a4fc9ee48f61608bc6,"The Covid 19 vaccine should have come with the warning ""May cause major health issues to those on the political Right.""",en
2022-08-27 23:19:10+00:00,ddd7ee3d7037e97ec9a920aa158b0d7f48fb04c37caca38aa352ce136fd54809,"@7002Rosscoe @HonAhmedHussen @cafreeland No, we experience the consequences of ignorant selfish misinformed people. They chose not to follow reputable medical info &amp; COVID-19 was allowed to mutate, variants were created that escaped our vaccines. We are forced to experience the consequences of ignorance &amp; selfishness",en
2022-08-27 23:18:43+00:00,49927c60c735d39f0beab56a4fe13640,There is a bi-national effort to distribute donated COVID-19 vaccines just south of the U.S.-Mexico border. https://t.co/cyI1ue07fS,en
2022-08-27 23:18:28+00:00,89c432da323ef494e9109c52b12755e52a8bdb92d49ae2511b1733c7417ae61e,💥NOW their suing each other.😳 Inside The Moderna Vs. Pfizer Lawsuit That Could Upend The COVID-19 Vaccine. Alleging that its rivals copied Moderna's groundbreaking mRNA technology in order to make their (own) COVID-19 vaccine. https://t.co/24UAmC3nM1https://t.co/PdK4bgpipL,en
2022-08-27 23:18:01+00:00,f52c6a61197d748dce32ce4f9b48bfc7,Getting vaxxed against COVID-19 is the most effective way to prevent serious illness should your child contract the disease.  The vaccine is also✅ Safe✅ FreeCPS hosts free vaccination clinics throughout the school year  https://t.co/Hh6ONAdTGw https://t.co/D23q9EYyVt,en
2022-08-27 23:17:35+00:00,26e8a021b499391892cd405377b7eab9efba49bbaa167c403b729780bb04eb05,"@tingxiao7 @freedomlover717 @PeterSweden7 The Amish population in Lancaster has a very low rate of COVID-19 vaccination, but merely below average for other vaccines.",en
2022-08-27 23:10:57+00:00,6a8172819bca33db1af11be1f49dd447fa91d6487ea94af5173c44944a3f9ec5,U.S. donating COVID-19 vaccines to Mexico as domestic demand drops https://t.co/sWdzZjwlFR,en
2022-08-27 23:09:54+00:00,98f5cd9e005d6a6dd683ce6940dd83a6,Jackson’s lawsuit alleges that Pfizer and two of its subcontractors violated the False Claims Act by providing bogus clinical trial results to garner the FDA approval of its COVID-19 vaccine. https://t.co/vuQ9QTnepn,en
2022-08-27 23:09:12+00:00,3429e5da2e7aa50114399a0548f112f3,- 69.5% of people have had three doses of a COVID-19 vaccine**^- 82% of people aged 12-15 have had one dose of a COVID-19 vaccine*- 78.3% of people aged 12-15 have had two doses of a COVID-19 vaccine* - 49.5% of people aged 5-11 have had one dose of a COVID-19 vaccine*,en
2022-08-27 23:09:11+00:00,3429e5da2e7aa50114399a0548f112f3,COVID-19 update – Sunday 28 August 2022          In the 24-hour reporting period to 4pm yesterday: - 96.9% of people aged 16+ have had one dose of a COVID-19 vaccine*- 95.4% of people aged 16+ have had two doses of a COVID-19 vaccine* https://t.co/AOauq64PVI,en
2022-08-27 23:07:59+00:00,346fc57bfd29a64a80627bbcba14c14698fd1db4e6a74c4d37f87bb34107d93a,"@nostroborous @mrcornfield @BobBuilder5303 @etaimz @politico COVID-19 vaccines work in an entirely different way. They are largely experimental, they don't prevent you from getting COVID-19, and there are no long term studies to determine the effects they might have on the human body.It shouldn't be put under the same umbrella.",en
2022-08-27 23:06:28+00:00,f7d0e0bca5e06993397e4431ae8768db2ab186f94bb6826e35d7823c74afcba6,@KateTalksTruth News Flash you are seeing the Covid-19 vaccine biological weapon ☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️at WORK !!!!!,en
2022-08-27 23:06:18+00:00,8695f3dee90043b6a56088ad98b86156,Covid-19 Booster Campaign Is Expected to Launch Next MonthSome 175 million doses of updated vaccines would be available in U.S. if health regulators give the green lighthttps://t.co/rxqF3DKK2l,en
2022-08-27 23:06:15+00:00,f872b9518e333cda4449474859b76ee0,"Time is running out for some 1,300 city Department of Education employees on unpaid leave for a year since the city’s COVID-19 vaccine mandate. https://t.co/PgyHvHqnxd",en
2022-08-27 23:05:10+00:00,d97883dbc1aa4bd533a95535f4a7544a,"From the six month mark of the Russian invasion of Ukraine to a dangerous myth about COVID-19 vaccines, we’ve selected some of the best long reads of the week from the Star. https://t.co/EpRC9RxGyv",en
2022-08-27 23:03:44+00:00,f026641274f411d22501d863f09db2bc,Locally-made COVID-19 vaccine for trial November - Punch Newspapers https://t.co/8Syr87L3am,en
2022-08-27 23:01:22+00:00,ddd7ee3d7037e97ec9a920aa158b0d7f48fb04c37caca38aa352ce136fd54809,"@AlexBerenson I AM MAD. I’m furious at all those selfish ignorant people who refused to vaccinate allowing COVID-19 mutations &amp; variants to escape our vaccines. They chose to take medical advice from Rebel &amp; YouTube quacks. More deaths this year than last, &amp; THEY ARE THE REASON. FULL STOP",en
2022-08-27 23:00:47+00:00,3b119da25d09651bf932bd049c8110f532fa63395a0455175035122beb089d4f,"RealClearInvestigations Clayton Fox 14 July 22Since the Food and Drug Administration authorized the first vaccines for COVID-19 in late 2020, the government and much of the media have insisted that the medicines developed in record time are safe and effective. Those who raised",en
2022-08-27 23:00:45+00:00,692fbbd0fcc98e55f80b3afa5b739e817be945a28ed35bea71ecdf51242b554f,Should Pfizer Shareholders be Concerned About Declining Demand for COVID-19 Vaccine? $PFE#Pfizer #investingnews #stockmarket #COVID #CovidVaccine #stockmarketnews https://t.co/ghpxhiLGSG,en
2022-08-27 23:00:01+00:00,f0e0d035c933d4043b592783e2cd00df,Check out our upcoming COVID-19 vaccine schedule for 8/29 - 9/3. Appointments are preferred. Book at https://t.co/8PxMg4HKTC or call 311. Walk-ins may take longer depending on the number of appointments. https://t.co/u50gM8NSAH,en
2022-08-27 22:58:37+00:00,a6cf05e9619a188f0f5b5774b3a97fdf,Pfizer and BioNTech Announce Omicron-Adapted COVID-19 Vaccine Candidates Demonstrate High Immune Response Against Omicron | Pfizer https://t.co/FyhVtER6NZ,en
2022-08-27 22:57:09+00:00,3c4eae6b0a439c7916ff473ef0e1cb35,"$OCGN The British Government Has Begun Paying $140,000 for COVID-19 Vaccine Damage Victims.https://t.co/5t3csLmD0w",en
2022-08-27 22:56:12+00:00,7933914b0073c93b16aa205967711f53e8517e3cb2ed0868d42a6cd52ba8e9d8,Moderna files patent infringement lawsuits against Pfizer and BioNTech over mRNA Covid-19 vaccines https://t.co/8bK1gpZTiy via @kwwl,en
2022-08-27 22:56:05+00:00,e6a86ffb34390c6e16173d8e063a3b28,Military Whistleblower Report Alleges COVID-19 Vaccine Illegally Administered https://t.co/QJ0bgcfJeA via @Vaccine Effects,en
2022-08-27 22:52:41+00:00,c2a4ecc1f982ca200604b55c0f605d07,“The COVID-19 vaccines authorized or approved for use in United States do not meet established criteria for establishing their short-term and long-term safety and efficacy. Serious safety signals – red flags” https://t.co/L1tOmSGIqA,en
2022-08-27 22:50:53+00:00,225522160d8ef21de0128df59e8f54a3,"CDC Director Admits Making Major Covid-19 Mistakes, Restructuring Org. - https://t.co/CZ65Rua3UB ""...the CDC quietly rolled out new COVID-19 guidance finally admitting their vaccines don’t prevent anyone from getting or spreading the virus.""",en
2022-08-27 22:50:22+00:00,bd8c2ca1a3d19878cf3697643dc5b6d317845062627f592920e9a8c1fb591954,"That plasma is made up of antibodies from people who have recovered from the virus, but the vaccine WIPES OUT those antibodies, making the convalescent plasma ineffective in treating other COVID-19 patients.",en
2022-08-27 22:48:04+00:00,77570cf0be9cd49f36f640549775b65397ac97db34f81002395d6bb4801e0ceb,@ish2022 @ISHBP @JSHypertension No more pre-entry PCR test after three doses of COVID-19 vaccine,en
2022-08-27 22:44:33+00:00,d34d568ae3ba17571b65fed10f73e45582f9660b63fdd777625ef092eb876ab8,#Pfizer (could this be the reason Pelosi visited Thailand)The government of Thailand has paid more than $45 million as compensation to people who developed illnesses and injuries after receiving COVID-19 vaccine shots. https://t.co/6WNjPax70U,en
2022-08-27 22:44:23+00:00,f38ae759f5585daab0949e5e1b3a5f549026c3d2d73e7cca99b009e9e8e5029f,@wolsned It’s all scripted and starts on page 59. SPARS Pandemic Scenario:Date completed: October 2017SPARS = SARS = SARS-CoV-1 = SARS-CoV-2 = COVID-19Recovery:Chapter Seventeen: Vaccine Injury (Page 59) https://t.co/vXbzIsPNcw,en
2022-08-27 22:41:34+00:00,d34d568ae3ba17571b65fed10f73e45582f9660b63fdd777625ef092eb876ab8,#PfizerSen. Mike Lee (R-UT) introduced his Countermeasure Injury Compensation Amendment Act to help those who have suffered adverse reactions from the COVID-19 vaccines.https://t.co/g0FIUYNI8L,en
2022-08-27 22:40:57+00:00,38dca8b43e61e576bfe4fd231163be18,"@AnnaLouiseRR @PierrePoilievre polio, small pox, measles, rubella etc vaccines work. Covid 19 vax is not a vaccine and has been proven to be a fail. Are Quebec and Ontario Health officials and all other universities across Canada wrong? 1 University vs all the rest. Simple math really",en
2022-08-27 22:38:43+00:00,1e7101bc1abc6dda09970c030568706d,UFW co-founder @DoloresHuerta's foundation is under the impression that getting the COVID-19 vaccine would “cancel COVID.” Here her foundation is pushing for children as young as 5 years old to get the experimental shot. https://t.co/0fG1rZubQR,en
2022-08-27 22:37:41+00:00,98a5d0e79bf41292281a3eb34196b9ebbcbd7e127e19920ecf3e4b5c53912f4e,WATCH: Dan Bongino Explains Why Getting the Covid-19 Vaccine Was ‘The Biggest Mistake of My Life’ https://t.co/2QHdZIKQPK,en
2022-08-27 22:36:43+00:00,ad0c2ae74b87ba61d2cd053fa543570f,🔊 @AndrejPlenkovic @MichealMartinTD @Xavier_Bettel @sanchezcastejon @jacindaardern Thanks for supporting #VaccineEquity through COVID-19. Will you join #GlobalCitizenFestival and pledge funds to the @WHO mRNA Tech Hub to empower developing regions to produce their own vaccines?,en
2022-08-27 22:34:22+00:00,6b7789e61d8c376266ce62451940cce8,The Next Fable is bubbling up -The propaganda machine is working up the newest attack on President Trump.They are cooking up a story that The Donald is responsible for the deaths by Covid-19 vaccine.,en
2022-08-27 22:33:35+00:00,fc172997efa6efe0f9a421e1c6f53da98b29de593104fd92559fbde33165e94f,Moderna sues rival COVID-19 vaccine makers Pfizer and BioNTech https://t.co/FXeoFQhh2p,en
2022-08-27 22:31:15+00:00,0f55a70b81f209ba7bb05d6354ec6d943bb819105eb3e0efadda40f12429ebc8,Pfizer COVID-19 Vaccine Appears 73% Effective in Kids https://t.co/YhXuHbAQdb,en
2022-08-27 22:31:13+00:00,fc79c3c447ece9b2f464803276585710,"Judge strikes down D.C.’s COVID-19 vaccine mandate on police, Union said rule was unfair, hurting recruitment; A D.C. judge has ruled that a COVID-19 vaccine mandate imposed by Mayor Muriel Bowser  https://t.co/CX1lh9Rzak",en
2022-08-27 22:30:02+00:00,08b439327864f326b32cdd32ab5106f4,COVID-19 vaccines are available for kids 6 months+ and can help keep the whole family safer from serious illness &amp; hospitalization. Give yourself peace of mind &amp; help loved ones #GetVaccinated. https://t.co/1YAXb4YGg7,en
2022-08-27 22:29:27+00:00,14b3aa3e4b2ee4e5238d1228d0fc1aba,"Moderna is suing Pfizer and BioNTech, alleging those companies unlawfully infringed on its mRNA technology to create their COVID-19 vaccines.https://t.co/l6fpuIGEnw https://t.co/XTii9TEK3G",en
2022-08-27 22:28:36+00:00,d7feb8a8756b4d6038f3cf2f919313ef07245cd0fa75298f5d718f7dafb9bfc2,#Doctors are demanding #TRUTH about #COVID-19 #vaccines for #kids  https://t.co/PY9c65iPt1 https://t.co/OQNnLaLz2G,en
2022-08-27 22:26:23+00:00,12e89286f89772a43cb4986fc6d5a82a2f646e95eb058e470b09da86cd51fa32,"Vaccines against Covid-19 : Pfizer/BioNTech accused Moderna of violation of patent, on your explanation of the affair https://t.co/umtnqB3IoN",en
2022-08-27 22:25:26+00:00,7d380394310559d7add2d3411210e8ecfefa0abdfba8b4ac458ce6d0cbf432bb,🔊 @AndrejPlenkovic @MichealMartinTD @Xavier_Bettel @sanchezcastejon @jacindaardern Thanks for supporting #VaccineEquity through COVID-19. Will you join #GlobalCitizenFestival and pledge funds to the @WHO mRNA Tech Hub to empower developing regions to produce their own vaccines?,en
2022-08-27 22:23:10+00:00,46498ec76440e50e98e403a4bcba7180,New2Trip: Recommendations on use of Moderna Spikevax COVID-19 vaccine in children 6 months to 5 years of age https://t.co/g4Sx9YRZca,en
2022-08-27 22:20:04+00:00,2c59664bcfb999c495bff164b86399b5,A student organizer behind Saturday’s protest against Western University’s COVID-19 vaccine mandate says the demonstration is “only the beginning” in the push to overturn the controversial policy. https://t.co/veDBpdWiDu,en
2022-08-27 22:19:48+00:00,5337c9c53108a89f4575d14127de7f2d,Moderna sues Pfizer over patents behind COVID-19 vaccine https://t.co/bBsbSsjciu  #law #legal #lawtwitter,en
2022-08-27 22:14:35+00:00,369df6205312524c48367c9cd79c453f,Moderna files patent infringement lawsuits against Pfizer and BioNTech over mRNA Covid-19 vaccines - CNN https://t.co/kNsFLNrDS6,en
2022-08-27 22:13:42+00:00,72c54357ccec6a498b6c894dead606c0,I still haven't gotten the COVID-19 vaccine.,en
2022-08-27 22:13:30+00:00,ebc136fcab1e3fee09ac9647a5083c82b909bbf9b4058477c0e1d94a9ea7f5ef,"@MZavala86 @libsoftiktok You need to keep up, ""ATLANTA (KMOX) -- CDC Director Rochelle Walensky said that Covid-19 vaccines are no longer effective at preventing transmission of the virus. """,en
2022-08-27 22:12:56+00:00,19f12bf5cf817a3f1283772cf1badca4,@politicsusa46 @RandPaul @seanhannity @FoxNews Vaccines are effective #COVID protection from severe illnessUnvaccinated are ~40 times more likely to be hospitalizedFor additional #Covid_19 information from medical professionalshttps://t.co/k4I4czsX7dWhy do republicans demonize scientists helping us?#CovidVaccine,en
2022-08-27 22:12:14+00:00,0399e92ffb2304f27292e314419c414c8cbd134e73fc2dd981790d02a64756b2,🔊 @AndrejPlenkovic @MichealMartinTD @Xavier_Bettel @sanchezcastejon @jacindaardern Thanks for supporting #VaccineEquity through COVID-19. Will you join #GlobalCitizenFestival and pledge funds to the @WHO mRNA Tech Hub to empower developing regions to produce their own vaccines?,en
2022-08-27 22:10:00+00:00,d565791de71195b67f79dc3d3a95523e,Moderna sues Pfizer over COVID-19 vaccine patents https://t.co/S6Qq6fS46R,en
2022-08-27 22:10:00+00:00,e25e60f441ad74a63d2dfb0fa0a5e2b5,"Get ready for school with COVID-19 vaccines. Scientists have been developing the technology for messenger RNA vaccines, like the COVID-19 vaccine, for over 30 years. Learn more from @healthychildren: https://t.co/4OCJtVWIil#BackToSchool https://t.co/lyOc0KgrtF",en
2022-08-27 22:06:48+00:00,0ddd4d1c37fafba089a4a9bd3da97f144576aa7584ec90aa130a4b8ff0156b21,"This is discrimination.   ALL children, minors are entitled to an education by law.DC Will Deny Instruction to School Children Without COVID-19 Vaccines https://t.co/WvaTQTZRiz via @Capital Hill News",en
2022-08-27 22:05:57+00:00,cc7582951abb98d51b5e7e0e03db4ee4701b4c99602869bcb942428265889a6d,“Factbox: Countries make COVID-19 vaccines mandatory”,en
2022-08-27 22:05:30+00:00,0042d48484e2afaac848ebf77413fc81,British Government Begins Payout to COVID-19 Jab Damage Victims https://t.co/hoeWgldl0A #corruption #covid #Vaccine,en
2022-08-27 22:02:17+00:00,773e447371cd3a43d299a58ae1d390c7d81e9b791b159e8c3c49665e073c209e,"Long COVID alters life of Omaha woman, harms thousands of Nebraskans  https://t.co/mi9SNcaGHe What we do know is this:  In the absence of crucial safety data, all experimental gene-based COVID-19 vaccines should be withdrawn",en
2022-08-27 22:00:32+00:00,6ccb8aee11fdc8d5d69746bad7251193,My Thoughts on Covid-19 and The “Vaccine” https://t.co/kKmrEythcI,en
2022-08-27 22:00:24+00:00,1e663558dc7b975b951af728aee02d9c8f8d4016a5266d7e8a9cf49d82d9f48c,Indias first indigenous mRNA vaccine likely to be available soon . India is set to have vaccines against the Covid-19 virus with the expected rollout of its first indigenous mRNA vaccine soon.,en
2022-08-27 21:59:55+00:00,16a46eb73b27c2222c7c559959a39897,Los Angeles Imposes COVID-19 Passport on Children Aged 12+ #children #covid #mandate #vaccine https://t.co/h47WsSFuzs,en
2022-08-27 21:57:19+00:00,c83d198a8a14b3702e6c40678887b25c,Sen Ron Johnson Supports 9 DoD Whistleblowers Alleging Improper Pfizer COVID-19 Vaccine Labeling  https://t.co/Slmvpr1W9L,en
2022-08-27 21:53:56+00:00,60f7ae2ffae1eaff6909f5d63399e5eabe5b252c99f4a68dd17250e01c25b48b,DC Will Deny Instruction to School Children Without COVID-19 Vaccines | Capital Hill News Parents should find some means to sue the DC school system and include the mayor in the lawsuit. I hope some law firm will step up and help these parents. https://t.co/ESAKnRe5jy,en
2022-08-27 21:52:57+00:00,44f11e6a133d9dca4416e4db9a4870f2,🔊 @AndrejPlenkovic @MichealMartinTD @Xavier_Bettel @sanchezcastejon @jacindaardern Thanks for supporting #VaccineEquity through COVID-19. Will you join #GlobalCitizenFestival and pledge funds to the @WHO mRNA Tech Hub to empower developing regions to produce their own vaccines?,en
2022-08-27 21:52:47+00:00,4b99e7c015de6e0977b53c68aa363c7a418d6651dede3196243cb687b5444843,"@pedsscrub @chiproytx @RepThomasMassie @SenateGOP @SenJoniErnst @SenJohnThune @SenToddYoung @SenCapito @SenJohnBarrasso @SenBillCassidy The US Coast Guard Academy has someone who's power-hungry, loves pushing people around. There's no reason, in light of news about ineffective Covid-19 vaccine, to force anyone to get the shots. There're side effects from Covid-19 and the shot so let people decide for themselves.",en
2022-08-27 21:52:07+00:00,1b46e72bdaef3df5e94927aeeb454d3b15fdb9fc85fcf1ddf5c44fba8762699a,"Covid-19 News Story that Has Me Concerned about More than the Virus | by Justiss Goode | Jun, 2021 | Medium - via @pensignal  Read this story https://t.co/Cnj3s7DeCH about how one #teenager struggled to go against his parents wishes about getting the #covid #vaccine this year.",en
